06:34,"Jay Agarwal","do it in New York. And New Jersey is just. It's a couple months away. Right. And just for our calculation purposes, I would put three months away from now."
06:45,"Arch Munshi",Right.
06:45,"Jay Agarwal","So it's end of February, so March, April, May. So it won't be available until, like, June 1st. Right. Just for our purposes. Now, we also are planning to talk to one of our potential customers that we are"
07:02,"Jay Agarwal","aggressively pursuing"
07:06,"Jay Agarwal","to see if they would want to, you know, whether we officially go with them or not or they go with us or not. I think besides all of that, if they would be interested in, you know, getting the referrals from you guys. Right."
07:19,"Cornell & NYU Initiative",Okay.
07:20,"Jay Agarwal","Yeah, so."
07:22,"Jay Agarwal","But we haven't been able to connect with them. Right. In the last 24 hours. But we'll connect with them sometime next week and we'll let you know."
07:31,"Cornell & NYU Initiative","Okay. Yeah, that's absolutely perfect."
07:33,"Jay Agarwal","Right. And so out of the four,"
07:37,"Jay Agarwal","I think the three are easy."
07:42,"Jay Agarwal","We can give you the demo. So let's do this. Let's. Let's do the demo."
07:48,"Jay Agarwal","And then"
07:50,"Jay Agarwal","I also want to talk about our ehr. Right. And"
07:55,"Jay Agarwal","time permitting, we can share with you what that is and kind of go from there. I don't know. How much are you paying for your EHR today?"
08:07,"Jay Agarwal","You said you had your own, like,"
08:10,"Jay Agarwal","you're partnering with somebody or you're using somebody's EHR today. Correct."
08:16,"Cornell & NYU Initiative","So the PC that we are"
08:18,"Cornell & NYU Initiative","or the. The owner of the PC that we're working with, she has her own ehr. That she uses. I think she just uses like a simple practice or something. So we actually don't have an ehr. I think what we'd like to do is like, as we build"
08:33,"Cornell & NYU Initiative","our network of providers through the, the PC structures to eventually just kind of plug. Plug in Quora"
08:44,"Cornell & NYU Initiative","for the EHR billing, patient engagement, like, just to enable that. We talked to her yesterday. She was open to it. She had a lot of questions around, like, RTM and like, whether she'd actually be able to bill for it, but she was open to using like a new EHR and."
09:02,"Jay Agarwal","Okay,"
09:03,"Jay Agarwal","yeah, because, yeah, we have it all built and it is purpose built for behavioral health. Right. So it's a."
09:11,"Jay Agarwal","We also have it for family practice and other things, but it is, it was purpose built for, for. For mental health and behavioral health and,"
09:21,"Jay Agarwal","and so forth. So we can talk about that."
09:27,"Jay Agarwal","So we can, you know, if you have any other questions, shoot. Right."
09:32,"Jay Agarwal","Otherwise we just get into, you know, showing you the demo"
09:37,"Jay Agarwal","and we don't"
09:37,"Cornell & NYU Initiative","have to do now, but. Because I think I'm trying to think of like, we're waiting for,"
09:44,"Cornell & NYU Initiative","we're waiting for like there was some issue, legal issue with like her PC and credentialing or something like that. So we still have a little bit of time before we start referring some of the students to her and like billing for it."
09:57,"Cornell & NYU Initiative","So, so, you know, I know it's Friday, so I just want to keep that in mind. And everybody's got their plans, so we don't have to do it right now. We could always, like, you know, we have time on our end for sure."
10:08,"Jay Agarwal","Yeah, no, we can do the demo right now. Okay, I'll connect you."
10:12,"Arch Munshi",And
10:16,"Jay Agarwal","Saroni is the name of the person,"
10:20,"Jay Agarwal","you know, sometime next week. Right. So we have a weekly meeting with her"
10:26,"Jay Agarwal","on Tuesday or Wednesday and then post that."
10:30,"Jay Agarwal","We can, we can. I mean, we'll just do an introductory email and then you guys take it from there."
10:37,"Cornell & NYU Initiative","Okay, awesome."
10:38,"Jay Agarwal",Okay.
10:39,"Cornell & NYU Initiative","Siobhan, do you have any other questions?"
10:42,"Cornell & NYU Initiative","Yeah, I think one question I had."
10:45,"Cornell & NYU Initiative","So we have like, Dee mentioned the one clinician that we're working with who's like the PC owner, but we also send out like an email of your website to other clinicians and they kind of have like a similar, similar question as well. Like, they're basically like asking us"
11:02,"Cornell & NYU Initiative","like all the questions that like we asked in the previous call, like, is there any clinical efficacy? Is there like the liability risk, or do we have to go to the insurance and ask for approval before we have give this tool to the patients and things like that. But those are kind of like the high level questions that they had. But they're very receptive to the fact that,"
11:24,"Cornell & NYU Initiative","especially given their patient population, that they're gonna actually enforce this and then generate extra revenue for the clinic. So they're very receptive. But they do have a lot of questions on what was the process and things like that. But yeah, that's about it."
11:40,"Arch Munshi",Yeah.
11:41,"Jay Agarwal","So let me answer the few questions upfront. Right, so the first question you had was, do you need to get the insurance permission to use this app? No, you do not. Right."
11:56,"Jay Agarwal","But you do need to get"
11:59,"Jay Agarwal","approved for the CPT code. Right? So like any other, like any other provider, right. Your biller should be able to basically get that taken care of. Right. So,"
12:11,"Jay Agarwal","you know, so that's not a problem because you already credentialed with the insurance company, you know, you are basically saying, hey, I'm planning to use these four or six CPT codes, you know, and, and just, it's more of a fii kind of thing than really a pool. Right. It's not necessarily an approval process. Right."
12:33,"Jay Agarwal","And so that's, you know, arch, correct me if I'm wrong, right, on that front. But that's, that's how it works, right. You know, with the, with the clinic that we have in Missouri, what they did is they basically before, you know, they had the same question as, as you do, right."
12:51,"Jay Agarwal","You know, do we need to get an approval? And they basically asked their biller, right, to say, hey, you know, we are planning to use these CPT codes going forward. Can you make sure that they are part of that insurance program? Right. You know, collect approval, collect whatever. Like, you know, they have, they came back and say, yeah, you're all good to go."
13:17,"Jay Agarwal","And that's how we kind of started with them."
13:20,"Cornell & NYU Initiative","I see. That's super helpful as a quick follow up, Jay. So that means that"
13:27,"Cornell & NYU Initiative","the provider, they're using Quora to essentially collect the"
13:33,"Cornell & NYU Initiative","data just so that they can be locked there, but they don't have to, I guess, like prescribe Quora to the patient and then"
13:41,"Cornell & NYU Initiative","that prescription has to be approved by a payer. But this is just one of the questions that like the clinician was asking me. So I was like, I have no"
13:48,"Jay Agarwal","idea how it works, but yeah, yeah, no. So if you have, have a list of questions, throw it on the board here on the screen and we'll answer all those questions."
13:59,"Jay Agarwal","Happy to provide that in writing means, you know, the responses, those questions as well. So they are satisfied Right. Because we have gone through all of this before. Right. So we, you know, and if you don't know an answer,"
14:15,"Jay Agarwal","answer to a question, happy to research and come back to you."
14:20,"Cornell & NYU Initiative","So when our PC owner does, like, when all of the legal paperwork gets done with, like,"
14:27,"Cornell & NYU Initiative","with her PC,"
14:31,"Cornell & NYU Initiative","we would basically connect her to you all to like, I guess, get onboarded and, and learn how to like prescribe it and everything. Well, she needs to provide data to like the insurance company she's working with. Would you guys do that or like, how."
14:49,"Jay Agarwal","Let us go through the demo and we'll show you how easy it is for the PC."
14:54,"Arch Munshi",Okay.
14:57,"Jay Agarwal","The whole idea behind us optimizing is the PC has to do very minimal work. Right."
15:07,"Jay Agarwal","And you'll see actually how much effort that the PC actually has to do. Right. Even in the approval of the, of the notes before they send it to the, to the, to the biller. Right."
15:22,"Jay Agarwal","And so you'll see it"
15:24,"Jay Agarwal","in real time."
15:27,"Cornell & NYU Initiative","Okay. All right, awesome."
15:29,"Arch Munshi","Let me share my screen."
15:34,"Arch Munshi","Okay. So we have two components to our platform. One is the provider facing portal where they are looking at their patients data. They're checking their progress, and they are also making changes to the patient's treatment plan."
15:51,"Arch Munshi","So that is this portal and then they are patients."
15:55,"Arch Munshi","They are actually downloading our Quora app. The provider gives them the QR code or the URL. They will download the app from that URL. And once they do that and then register, of course, then they show up on this list here. So there's no additional work. But from the provider's point of view, and the patient is just downloading and registering, they don't have to search the app or anything like that."
16:21,"Arch Munshi","And then"
16:23,"Arch Munshi","once the patient starts using the app,"
16:28,"Arch Munshi","the treatment plan that the provider creates will reflect on their app and they will be reminded about their exercises and homeworks. And they will do the exercises and homeworks in the app and it will be recorded and the data will be collected and shown here on the therapist portal."
16:44,"Cornell & NYU Initiative",Okay.
16:46,"Arch Munshi","And I will also show how we do the insurance part, which is"
16:51,"Arch Munshi","almost 90% automated."
16:53,"Arch Munshi","All the data collection, evidence collection, generation of the report, everything is done by the system. It goes as an email to the provider. When it is time for filing, they will review the. Review the document, e, sign it and then file it or send it to the biller for filing. That is the idea. Okay."
17:13,"Arch Munshi","So this therapist here has seven patients on Quora."
17:18,"Arch Munshi","The seven patients have been using, have used Quora 172 times in the month of August. And"
17:25,"Arch Munshi","they Will use Quora for mainly two different types of situations. One is that they are doing their exercise, prescribed exercise, homework in Quora or they have a anxiety attack or depression and they want to talk to somebody. They don't have their access to the therapist and they can talk with Kura. Kora has been trained on the various therapeutic model. It has been trained on the research that we have done with the universities. So it can talk with a person and provide the same type of support that therapist would provide them. Further,"
18:00,"Arch Munshi","if a clinic needs it, we further customize the experience based on their clinic's way of treating their patients."
18:06,"Arch Munshi","It could be as simple as if they are onboarding a new therapist in their clinic and the"
18:12,"Arch Munshi","type of training they give their new therapist. We can take in the same training material and train quota based on that."
18:23,"Arch Munshi","Let's say Daniel Jackson's appointment is coming up. Therapist opens Daniel's report. So the. So it shows that Daniel had used Quora 28 times in the month of August. So between the previous appointment and this appointment, assuming that Daniel comes once in a month and his average Usage time is 4 minutes 22 seconds, our expected average time user spends on quora is around 10, 10 to 15 minutes a day. It's not a social media. We don't want them to spend hours and hours on that. They will come and use Quora only when they need it"
18:58,"Arch Munshi","to do the exercises or to talk with Quora if they need some support. 10, 15 minutes on average a day is what they need."
19:07,"Arch Munshi","Daniel's mood was lonely and then"
19:10,"Arch Munshi","his rating was 3.57."
19:13,"Arch Munshi","We give a wellness rating, a score"
19:17,"Arch Munshi","to the patient between the number 0 and 5. This rating is calculated based on various parameters. One parameter is of course how Daniel is, how the patient is using Quora. You know, whether they're doing the exercises on time, etc. The second is that their conversation. So you pick up, you know what type of things they're talking about. Are they talking about mental"
19:38,"Arch Munshi","suicide, substance abuse, community harm? We pick up whether they're, whether their conversation is"
19:45,"Arch Munshi","coherent, whether they're making sense. We also pick up whether. And they have a very, very rapid fluctuations of their mood. So they are happy in the morning or in the evening, they are very depressive or they're very anxious. So we use all those parameters to come up with a number between 0 and 5. So if there's only one metric that a therapist needs to see in quota to assess their patient's progress, they will look at the wellness rating score."
20:14,"Arch Munshi","Quora also picks up various Information about the patient from their conversation, information about their hobbies, their pairs, their families, their likes and dislikes. And this information is stored in Quora not only to customize and personalize their usage, but also it is helpful for the therapist, especially when they're in the initial couple of appointments, when they're still learning about the patient. They can use this data to know about the patient and then create the treatment plan accordingly"
20:44,"Arch Munshi","if the therapist wants. Most people don't have the time, but if, let's say somebody has time, they can drill down into each session, open the session and look at the transcript of the session and the mental health conditions that were picked up by Quora. The sentiment, mood, the subjects, topics of conversation. So all those information are available. Again, it is not necessary that they have to do it, but if they want to do it, the data is there to help them."
21:11,"Arch Munshi","And here's a treatment plan which is most commonly used. So it shows that Daniel was given a treatment plan for stress reduction. And Daniel"
21:22,"Arch Munshi","did the exercises less than 50% of time. He was given two exercises"
21:28,"Arch Munshi","and those two are safe place visualization and advanced breathing technique."
21:33,"Arch Munshi","He did not do the reading technique at all. He did the safe place visualization 50% of time. Looking at this data, looking at Daniel's progress, the therapist wants to change the treatment plan. So they will do this. They will click on modify plan"
21:49,"Cornell & NYU Initiative",and
21:49,"Arch Munshi","they can either delete exercises, add exercise from library. We have a library of lots of exercises. Or what they can do is that"
21:59,"Arch Munshi","they can select Daniel's condition and we ask them to, you know, we don't have an integration with all the EMRs. Like we don't have integration with simple practice. Now"
22:09,"Arch Munshi","we have our own integration with our emr, but they can just copy paste their diagnosis from their EMR here. So their diagnosis was repressed mood, fatigue and low energy, etc. Etc. They copy, paste that, they click on this button and then Quora creates a treatment plan for this patient. Quora looks at the instructions given. Quora looks at the past usage of Daniel. Quora looks at their wellness rating, the conversations they had. So it has more data than"
22:41,"Arch Munshi","what the therapist might know. And based on that it recommends this treatment plan. It also gives a reason for recommendation. Now therapists find can go through this. If they like it, they will just approve it. If they don't like it, they can either give more instructions to change or manually change it. Yeah,"
23:01,"Arch Munshi","so it's as simple as that. Now let's let me show you what happens when the after the treatment Plan is assigned to the, to the patient. And I'll. I will now go to the patient's app and show you how the experience is."
23:36,"Arch Munshi","Okay,"
23:38,"Arch Munshi","so it shows the same wellness rating that the therapist gets. It also shows the same number here. It shows the day by day progress. This is the graph of the of the patient. They can go back and check their previous data. It shows their current mood, sentiment and then"
23:57,"Arch Munshi","Quora celebrates all their little milestones, their achievements. It gives them badges. It's just a motivation for them to do their things correctly. And then"
24:09,"Arch Munshi","it shows the treatment plan that was given to them depression treatment and their their adherence to treatment plan. So they get a reminder about the exercise. They tap on the reminder and it opens the exercise and they they can do the exercise with Quora."
24:25,"Jay Agarwal","Welcome to your advanced breathing exercise."
24:28,"Cornell & NYU Initiative","Find a comfortable seated position where you can keep your back straight."
24:32,"Jay Agarwal","Take a moment to settle in and relax your shoulders."
24:35,"Arch Munshi","I'll just keep the instrument. We will start with a base. I'll show you how it look how it feels like. So here they are doing the exercise with Kora. So there's a music in the background and visuals. So they will do it."
24:52,"Arch Munshi","Similarly we have exercises for mood checking, meditation exercises,"
24:59,"Arch Munshi","then journaling exercises. So they don't have to write down their thoughts in their journal and bring the journal for the next appointment or email that they can just talk with Quora. Quora will ask them the question or their thoughts and then they will talk with Quora. It will be recorded and it will show up on the therapist portal. And"
25:20,"Arch Munshi","if they need help, they want to talk with somebody. If they're going through depression episode then they can either they can converse with Quora either through voice or they can just type in through"
25:34,"Arch Munshi",chat.
25:35,"Arch Munshi","So that's there. That's the patient's"
25:40,"Arch Munshi","experience with Quora. Now going back to the portal."
25:48,"Arch Munshi","So when"
25:50,"Arch Munshi","it is time for the. So this is the different type of CPT codes based on which we are."
25:57,"Arch Munshi","We can file claim for Quora's usage. It has CPT codes for both patients usage of Quora as well as for the provider's review of the data. So everything is"
26:09,"Arch Munshi",billable.
26:10,"Arch Munshi","All the work that the provider is doing for Quora, looking at the data, prescribing, treatment plan, etc. Is billable. That is not free work."
26:19,"Arch Munshi",So
26:20,"Arch Munshi","the system collects the data when it is time that for the report to be generated. When the data is"
26:26,"Arch Munshi","the particular requirements for the for the CPT code has been met. Then an email goes to the therapist. So let Me show you the email that they get."
26:36,"Cornell & NYU Initiative","And just to clarify, so what you just showed us, that's the ehr?"
26:41,"Jay Agarwal","No,"
26:43,"Jay Agarwal","this is, this is independent of the ehr."
26:46,"Cornell & NYU Initiative","I see."
26:49,"Jay Agarwal","Because like some clinics don't have their own EHR and they prefer that and that's perfectly fine with us. Right,"
26:58,"Jay Agarwal","and but if you want the ehr then, then you get the EHR"
27:03,"Jay Agarwal","and so forth. Right. So they work independently of each other."
27:08,"Cornell & NYU Initiative",Okay.
27:08,"Cornell & NYU Initiative","To have a one quick follow up question if you don't mind. I really like the idea of like the user going in then and chatting with the bot or like doing Excels. I was just wondering what if they say something risky because this is something that our providers are like very hesitant of. Who is going to own the risk and is the risk going to come back to me at 2am in the morning? So I just like wondering like how do you guys like mitigate that or has that like come up to you"
27:35,"Jay Agarwal","guys like all the time? All the time. So"
27:39,"Jay Agarwal","let me start and ARJ can get into the details. Right. So you see this escalation."
27:46,"Jay Agarwal","So we basically monitor"
27:50,"Jay Agarwal","everything around self harm, community harm, substance abuse,"
27:57,"Jay Agarwal","et cetera, et cetera, et cetera."
27:59,"Jay Agarwal","And we have protocols as to how to basically deal with it. We work closely with the clinics and say, okay, if somebody's talking about"
28:14,"Jay Agarwal","self harm, right, what do you want us to do? Right? Do you want us to"
28:19,"Jay Agarwal","inform you in real time or whatever the case is? Or"
28:25,"Jay Agarwal","in many cases, most of the clinics that we work with, they say inform us, but you should also direct them to the 988 line that every state and every county has."
28:39,"Jay Agarwal","And basically"
28:41,"Jay Agarwal","so what we do is"
28:44,"Jay Agarwal","one of the things that we have found in our research and the researchers have told us is that"
28:51,"Jay Agarwal","whenever somebody is talking about self harm or community harm,"
28:57,"Jay Agarwal","there are certain protocols. It's called a harm protocol."
29:02,"Jay Agarwal","That is industry standard that we have basically used and we have a conversation with this person as to why they are feeling the way they are feeling about it. Right."
29:13,"Cornell & NYU Initiative","Will that change with minors since most of our patient population is going to be youth, right?"
29:19,"Arch Munshi",Yeah.
29:20,"Jay Agarwal","Right. So we have significantly done a lot of experimentation"
29:26,"Jay Agarwal","and different kinds of it."
29:30,"Jay Agarwal","You know, I'm gonna go and kill my neighbor, for example."
29:34,"Jay Agarwal","That's a, that's a terrible, you know, situation, right? Or where's the nearest bridge? Right. So we understand the context of the questions, right? Because if you just go to ChatGPT and ask that question, ChatGPT is going to give you the nearest bridge, right? Because it doesn't understand the context as to why you are asking the question. Whereas we understand it because we have the entire history of your communication, your diagnosis, et cetera, et cetera, et cetera."
30:05,"Jay Agarwal","We never answer the question saying the nearest bridge is Triborough Bridge"
30:10,"Jay Agarwal","versus we say, okay,"
30:13,"Jay Agarwal","why the question. What is it that triggers you to ask this question?"
30:19,"Jay Agarwal","What we have found is that if you, if you just push that. That emotion just a little bit away from that particular emotion, you know, the tendency is. Is not to act ration irrationally. Right. And so we kind of, kind of, we have some techniques that we have learned from the researchers and the. And the clinicians to be able to kind of get away from that art is"
30:50,"Jay Agarwal","add to what I said because I just talked about it at the high level."
30:56,"Arch Munshi","That is exactly what we do. We always connect them with the 980 number. I think that is for minors as well. Right. So, okay."
31:05,"Arch Munshi","You know the. Even at the very beginning. So therapists make the decision who is the right candidate for using qua. Right. So if they. They are making their assessment first and they making the determination. So if they think that somebody should not be using,"
31:26,"Arch Munshi","talking to."
31:28,"Arch Munshi","Talking to a phone for help, they should not give that qua to them. But that probably could be the exchanges."
31:38,"Cornell & NYU Initiative","Yeah, that makes sense."
31:39,"Jay Agarwal",Yeah.
31:40,"Cornell & NYU Initiative","Yeah, I guess there is some kind of."
31:42,"Jay Agarwal","Any given clinic, I would say,"
31:46,"Jay Agarwal","you know, the way we think about our. Our model from a business perspective. Right. That"
31:53,"Jay Agarwal","it'll be anywhere from 80 to 90% of the population that will use Quora. Right. There'll always be that 10, 15% that will not qualify for one reason or the other. Right. Whether it is they just are not, you know, savvy to use technology in the older folks, community or kids or"
32:20,"Jay Agarwal","these type of scenarios where the clinician doesn't feel right at that point in time for them to use Quora. Maybe in the future, once they kind of progress a little bit, you know, they may choose to give them Quora, but the decision is the clinician's decision."
32:38,"Cornell & NYU Initiative","I see. Okay, that makes sense."
32:40,"Arch Munshi","Okay,"
32:42,"Arch Munshi","so I was talking about the insurance, right. So when, when the insurance data is. When the threshold is made, requirement is made, then Quora sends an email like this to the provider which talks about that their insurance claims is ready to submit. And it lists all the, all the patients and their, and their reports."
33:05,"Arch Munshi","So this report for this patient is ready. So they will just go here, review and sign"
33:13,"Arch Munshi","it opens Quora."
33:18,"Arch Munshi","They will look at the report. The inter. Evidence is here, collected here. They will Review it."
33:25,"Arch Munshi","They will say,"
33:28,"Arch Munshi","well, this one has already been signed and said, but so they will review it and they will e sign it and it will be automatically sent either to their builder or they can download it and submit as a claim. So everything is automated so they don't have to."
33:43,"Cornell & NYU Initiative","That's the evidence that the insurance company wants to see like proof of. Well, I see. Okay."
33:49,"Jay Agarwal",Okay.
33:50,"Arch Munshi","So this document is what they get"
33:54,"Arch Munshi","or what their biller will get. If they want to do it, they can download it from here or they can email themselves and"
34:00,"Arch Munshi","that's what they will submit."
34:04,"Cornell & NYU Initiative","Out of curiosity,"
34:06,"Cornell & NYU Initiative","I see that at the bottom, patient is using like Quora. Is that how the insurance company knows that they use the device to essentially like bill for this and"
34:17,"Cornell & NYU Initiative","things like that? Like, that's how they basically like insurance, like get the insurance approval, I'm assuming."
34:23,"Jay Agarwal",Yeah.
34:23,"Arch Munshi","So this CPT code means that it has been itself. Patient is using device for remote monitoring."
34:31,"Cornell & NYU Initiative","So it's all automated."
34:32,"Jay Agarwal","She would."
34:33,"Cornell & NYU Initiative","She would. Basically"
34:36,"Cornell & NYU Initiative","there's no like pre approval process for her. The insurance company she's enrolled with, she would just send this to them in a file. Okay, got it."
34:44,"Arch Munshi","I see."
34:45,"Jay Agarwal","Got it."
34:46,"Arch Munshi","No pre"
34:48,"Arch Munshi","for the patient to use quorum. That's not required. But as long as here as Jay was saying that if their"
34:57,"Arch Munshi","current contract does not include the severity course, they will have to modify the contracts to put the charge. Right. So that I will charge hundred dollars for 98978. So that is the, that is the thing that their,"
35:10,"Arch Munshi","the billing company does for them."
35:15,"Cornell & NYU Initiative","One question if you don't mind and hypothetical. So we have another pilot in Iowa and I think that we probably like more likely to like scale more in Iowa and like Illinois because we're getting like more. There is like this government mandate on pushing kids to get mental health and stuff. So let's just say if you have to use this tool in Iowa, would it be just like a plug and play or do you guys have to work with each payer in Iowa or get some approval or like is there any kind of."
35:43,"Jay Agarwal","We don't work with the payers. We don't work with the payers. Right. So we work with the clinics and the clinicians. Right."
35:54,"Jay Agarwal",Because
35:56,"Jay Agarwal","these CPT codes are already part of their payer profile. Right. So I see,"
36:03,"Jay Agarwal","you know, if you go to United Health Care, for example, and if you have the right access to their website,"
36:11,"Jay Agarwal","they will list out all the CPT codes."
36:14,"Arch Munshi",Right.
36:14,"Jay Agarwal","In a document for behavior health. Right. That is approved, right. Internally approved. Right."
36:23,"Jay Agarwal","And so Forth. So, so that is all already there. So there's, there's no reason to go for us to go and work with the payers. Right."
36:35,"Jay Agarwal","You know, and so we work with the clinics directly."
36:40,"Arch Munshi","This is Medicare CMS approved CBD code. So Medicare has already entered it. And after Medicare does all insurance, so all the commercial insurance except Signal."
36:52,"Arch Munshi","So there could be some insurance in Iowa, local small insurance company which are either a Signal subsidiary or somebody like Signal does not support it. But in general, you know, just like, you know, if you, if out of the five big four supposes one not so 80, 90% commercial peers support the CBD codes. Yeah, but yeah, of course the provider should"
37:19,"Arch Munshi","check with with their peer whether they support it or not. That is up to."
37:23,"Arch Munshi","But you can guarantee."
37:27,"Cornell & NYU Initiative","I think that's, that's amazing. So as long as the provider is comfortable like using you guys like directly working with the provider, like basically with us so that you don't, you don't have to worry about the insurance and everything else. So that's. So that's good to know."
37:40,"Jay Agarwal",Yeah.
37:45,"Arch Munshi","Okay. So"
37:47,"Arch Munshi","that's all."
37:47,"Jay Agarwal",I
37:49,"Arch Munshi","mean there. The other thing is that we have our own library of exercises and treatment plans."
37:56,"Arch Munshi","Clinics can create their own customized library. They can add exercises. Adding exercises. Again, very simple. Just give instructions. It will create something and then you can modify it."
38:07,"Arch Munshi","So we have tried to make it as simple as that. We will, we will create all the exercises when you onboard. Anybody if they have anything that is not in our list."
38:19,"Arch Munshi","But yeah, they can, they can always do customization if they want to."
38:27,"Arch Munshi","Any questions?"
38:31,"Cornell & NYU Initiative","One question. Oh, sorry, go ahead."
38:33,"Cornell & NYU Initiative","No, I was just gonna say. No, I didn't have any other questions, but go ahead."
38:37,"Cornell & NYU Initiative","One question I wanted to ask."
38:40,"Cornell & NYU Initiative","I know you mentioned like, when it comes to like the risk, the provider usually"
38:45,"Cornell & NYU Initiative","gets notified, but also the platform like refers them to like 988"
38:51,"Cornell & NYU Initiative","and things like that. I'm just curious to see"
38:55,"Cornell & NYU Initiative","because for us, since we're dealing with kids after school,"
38:59,"Cornell & NYU Initiative","we also notify the parent. It's not something that we can send like any like push push button, automate that stuff because right now we manually do it."
39:11,"Jay Agarwal","Yeah, all of that is very, very doable. We do that like next to Ken"
